site_name,region,project_lat,project_lon,project_coord_source,spike_class,expected_catchment,method,transmission_catchment,catchment_confidence,nearest_substation,nearest_substation_rez,distance_km,exclusion_pattern_matched,region_mismatch,notes
Winton Solar Farm,VIC1,-36.50417,146.1244958,OSM_plant,,,spatial_join,CN-VIC,high,Glenrowan,CN-VIC,1.37,,False,
Wodonga BESS,VIC1,-36.18,146.96,osm_substation,,,spatial_join,CN-VIC,high,Wodonga,CN-VIC,2.92,,False,
Wodonga BESS - KCI,VIC1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wodonga Solar Farm,VIC1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wollert,VIC1,-37.5831127,145.0484465,OSM_plant,,,spatial_join,CN-VIC,high,Doreen,CN-VIC,7.94,,False,
Wollert Gas Turbine,VIC1,-37.594,145.0337,locality_proxy,,,spatial_join,CN-VIC,medium,Doreen,CN-VIC,8.9,,False,
Wollert Gas Turbine - KCI,VIC1,-37.594,145.0337,locality_proxy,,,spatial_join,CN-VIC,medium,Doreen,CN-VIC,8.9,,False,
Wombelano Wind Farm,VIC1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wonthaggi Wind Farm,VIC1,-38.6047497,145.5448715,OSM_plant,,,spatial_join,GIP,high,Wonthaggi,GIP,2.74,,False,
Woolsthorpe Wind Farm,VIC1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Wooreen Energy Storage System,VIC1,-38.275,146.4257,proponent_site,,,spatial_join,GIP,high,Jeeralang,GIP,0.22,,False,
Wunghnu Solar Farm,VIC1,-36.1644374,145.3935262,OSM_plant,,,spatial_join,CN-VIC,high,Numurkah,CN-VIC,11.77,,False,
Wyndham Renewable Energy Facility,VIC1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Yallourn 220kV Connection Gas Turbine,VIC1,-38.17833,146.33917,wikipedia,,,spatial_join,GIP,high,Yallourn,GIP,1.08,,False,
Yallourn 220kV Connection Gas Turbine - KCI,VIC1,-38.17833,146.33917,wikipedia,,,spatial_join,GIP,high,Yallourn,GIP,1.08,,False,
Yallourn 500kV Connection Gas Turbine,VIC1,-38.17833,146.33917,wikipedia,,,spatial_join,GIP,high,Yallourn,GIP,1.08,,False,
Yallourn 500kV Connection Gas Turbine - KCI,VIC1,-38.17833,146.33917,wikipedia,,,spatial_join,GIP,high,Yallourn,GIP,1.08,,False,
Yallourn W,VIC1,-38.1779798,146.3420491,OSM_plant,,,spatial_join,GIP,high,Yallourn,GIP,0.85,,False,
Yaloak South Wind Farm,VIC1,-37.726597,144.2578419,OSM_plant,,,spatial_join,SW-VIC,high,Yaloak South,SW-VIC,1.52,,False,
Yambuk,VIC1,-38.3071314,142.0089579,OSM_plant,,,spatial_join,SW-VIC,high,Yambuk,SW-VIC,1.8,,False,
Yarrawonga,VIC1,-36.0093971,145.9994849,OSM_plant,,,spatial_join,CN-VIC,medium,Goorambat,CN-VIC,47.02,,False,
Yatpool Solar Farm,VIC1,-34.3964493,142.1737615,OSM_plant,,,spatial_join,MR,high,Red Cliffs,MR,12.99,,False,
Yawong Wind Farm,VIC1,-36.4811615,143.3666053,OSM_plant,,,spatial_join,WV,review,Bulgana,WV,70.54,,False,
Yendon Wind Farm,VIC1,-37.6263436,144.0305525,OSM_plant,,,spatial_join,WV,high,Ballarat,WV,11.65,,False,
Zilzie Winery Solar System,VIC1,,,,,,spatial_join_excluded,Unclassified,excluded,,,,Winery,False,
